Gender,First Generation,Age,University,Major,Major Grouping,COR,Nationality,Employment,Uni Grouping,Final Status,How did you hear about this program?,Name of Company,Job Title (if applicable),Motivation,Motivation Additional Info
Male,Yes,47.0,American University of Beirut (AUB),Biology,Health,Lebanon,Lebanese,Employed,AUB,Active,Email from AUB,American University of Beirut,Instructor,Enhance Expertise,"I am interested in this program in order to better understand and use AI in teaching, research and curation."
Male,No,50.0,Belarusian State Medical University,Medicine,Health,Lebanon,Lebanese,Employed,Unknown,Active,Email from AUB,AUB,Assistant Professor of clinical Pediatrics,Enhance Expertise,"As an Assistant Professor of Pediatrics and Pediatric Critical Care at AUBMC, I previously received foundational training in AI applications in medicine during my Master’s in SHARP and have delivered two lectures on this subject. Currently, I'm developing"
Male,Yes,52.0,University of Sydney,Chemical Engineering,Engineering,Lebanon,Lebanese,Employed,Unknown,Active,Email from AUB,AUB,Professor,Lifelong Learner,Incorporating AI and Machine Learning in research as well as in undergraduate and graduate level courses.
Female,Yes,39.0,University of Portsmouth,Accounting and Financial management,Business,Lebanon,Lebanese,Employed,Unknown,Active,Email from AUB,AUB,Senior Lecturer,Enhance Expertise,"The tools offered by the course are essential in my field of research, I see great value in taking this diploma as it will equipped with skills thats will advance my  research  and open new possibilities for me that traditional methods alone wont capture."
Male,Yes,72.0,American University of Beirut (AUB),Electrical & Computer Engineering,Engineering,Lebanon,Lebanese,Employed,AUB,Active,Email from AUB,AUB,Professor,Lifelong Learner,I have used Artificial Neural Networks (ANN) back around the year 1995 in short-term load forecasting of electric power and energy in a power system. I also used ANN to predict the critical clearing time of a fault in an electric power system that keeps t
Female,No,51.0,Beirut Arab University (BAU),Electronics and communications Engineering,Engineering,Dubai,Lebanese,Employed,BAU,Active,Friend,BLPs Dubai,ICT and stem teacher,Enhance Expertise,I am interested in the AI diploma at AUB because I want to gain a deeper understanding of how artificial intelligence is transforming industries. This program will equip me with the technical skills and critical thinking needed to innovate responsibly. AU
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
